"","job_ad_id","job_city","job_industry","job_type","job_fed_contractor","job_equal_opp_employer","job_ownership","job_req_any","job_req_communication","job_req_education","job_req_min_experience","job_req_computer","job_req_organization","job_req_school","received_callback","firstname","race","gender","years_college","college_degree","honors","worked_during_school","years_experience","computer_skills","special_skills","volunteer","military","employment_holes","has_email_address","resume_quality"
"3081",1016,"Boston","business_and_personal_service","clerical",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Meredith","white","f",4,1,0,0,7,0,1,0,0,1,0,"low"
"3082",1016,"Boston","business_and_personal_service","clerical",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Tamika","black","f",3,0,0,1,13,1,1,0,0,1,0,"low"
"3083",1017,"Boston","business_and_personal_service","secretary",0,0,"private",1,0,0,"some",1,0,"none_listed",0,"Jill","white","f",3,0,0,0,4,1,1,0,0,1,0,"low"
"3084",1017,"Boston","business_and_personal_service","secretary",0,0,"private",1,0,0,"some",1,0,"none_listed",0,"Kristen","white","f",3,0,0,1,4,1,1,1,0,1,1,"high"
"3085",1017,"Boston","business_and_personal_service","secretary",0,0,"private",1,0,0,"some",1,0,"none_listed",0,"Latoya","black","f",4,1,0,1,5,1,1,1,0,0,1,"high"
"3086",1017,"Boston","business_and_personal_service","secretary",0,0,"private",1,0,0,"some",1,0,"none_listed",0,"Tamika","black","f",3,0,0,0,13,1,1,0,0,1,1,"low"
"3087",1018,"Boston","business_and_personal_service","secretary",0,0,"private",1,0,0,"some",1,0,"none_listed",0,"Aisha","black","f",3,0,0,0,4,1,1,0,0,1,0,"low"
"3088",1018,"Boston","business_and_personal_service","secretary",0,0,"private",1,0,0,"some",1,0,"none_listed",0,"Lakisha","black","f",4,1,1,0,8,1,1,1,0,1,1,"high"
"3089",1018,"Boston","business_and_personal_service","secretary",0,0,"private",1,0,0,"some",1,0,"none_listed",0,"Laurie","white","f",3,0,0,0,13,1,1,0,0,1,1,"low"
"3090",1018,"Boston","business_and_personal_service","secretary",0,0,"private",1,0,0,"some",1,0,"none_listed",0,"Meredith","white","f",4,1,0,0,9,1,1,1,0,1,1,"high"
"3091",1019,"Boston","business_and_personal_service","secretary",0,0,"private",1,0,0,"some",1,0,"none_listed",0,"Emily","white","f",4,1,1,0,8,1,1,1,0,1,1,"high"
"3092",1019,"Boston","business_and_personal_service","secretary",0,0,"private",1,0,0,"some",1,0,"none_listed",0,"Lakisha","black","f",4,1,0,0,9,1,1,1,0,1,1,"high"
"3093",1019,"Boston","business_and_personal_service","secretary",0,0,"private",1,0,0,"some",1,0,"none_listed",0,"Sarah","white","f",3,0,0,0,13,1,1,0,0,1,1,"low"
"3094",1019,"Boston","business_and_personal_service","secretary",0,0,"private",1,0,0,"some",1,0,"none_listed",0,"Tanisha","black","f",4,1,0,0,11,1,1,0,0,1,0,"low"
"3095",324,"Boston","other_service","retail_sales",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Emily","white","f",4,1,0,0,20,0,0,1,0,0,0,"high"
"3096",324,"Boston","other_service","retail_sales",0,0,"private",1,0,0,"",1,0,"none_listed",1,"Hakim","black","m",4,1,0,1,5,1,1,1,0,0,0,"high"
"3097",324,"Boston","other_service","retail_sales",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Laurie","white","f",4,1,0,0,8,0,0,0,0,1,0,"low"
"3098",324,"Boston","other_service","retail_sales",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Tyrone","black","m",4,1,0,0,13,1,0,0,0,1,0,"low"
"3099",1020,"Chicago","other_service","clerical",0,1,"private",1,0,1,"some",1,0,"some_college",0,"Anne","white","f",4,1,0,1,6,1,0,1,0,0,1,"high"
"3100",1020,"Chicago","other_service","clerical",0,1,"private",1,0,1,"some",1,0,"some_college",0,"Emily","white","f",4,1,0,0,6,1,0,0,0,0,0,"low"
"3101",1020,"Chicago","other_service","clerical",0,1,"private",1,0,1,"some",1,0,"some_college",0,"Tamika","black","f",4,1,0,1,6,1,0,0,0,0,0,"low"
"3102",1020,"Chicago","other_service","clerical",0,1,"private",1,0,1,"some",1,0,"some_college",0,"Tamika","black","f",4,1,0,1,6,1,0,1,0,1,1,"high"
"3103",171,"Boston","wholesale_and_retail_trade","sales_rep",1,1,"public",1,0,1,"",0,0,"high_school_grad",0,"Aisha","black","f",4,1,0,1,6,1,0,0,0,0,0,"low"
"3104",63,"Boston","wholesale_and_retail_trade","sales_rep",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Allison","white","f",4,1,0,1,2,1,0,1,1,0,1,"high"
"3105",158,"Boston","business_and_personal_service","sales_rep",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Carrie","white","f",4,1,0,1,6,1,0,0,0,0,0,"low"
"3106",98,"Boston","transportation_communication","sales_rep",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Emily","white","f",4,1,0,0,8,0,0,1,0,0,1,"high"
"3107",171,"Boston","wholesale_and_retail_trade","sales_rep",1,1,"public",1,0,1,"",0,0,"high_school_grad",0,"Emily","white","f",4,1,0,1,8,1,0,1,0,0,1,"high"
"3108",98,"Boston","transportation_communication","sales_rep",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Geoffrey","white","m",4,1,0,1,8,1,0,0,0,0,0,"low"
"3109",32,"Boston","manufacturing","retail_sales",0,0,"private",1,0,0,"2",0,0,"none_listed",0,"Greg","white","m",4,1,0,1,2,1,0,1,1,0,1,"high"
"3110",32,"Boston","manufacturing","retail_sales",0,0,"private",1,0,0,"2",0,0,"none_listed",0,"Hakim","black","m",4,1,0,0,7,0,0,0,0,1,0,"low"
"3111",63,"Boston","wholesale_and_retail_trade","sales_rep",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Hakim","black","m",4,1,0,1,8,1,0,1,0,0,1,"high"
"3112",158,"Boston","business_and_personal_service","sales_rep",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Jay","white","m",4,1,0,1,8,1,0,1,0,0,1,"high"
"3113",158,"Boston","business_and_personal_service","sales_rep",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Keisha","black","f",4,1,0,1,2,1,0,1,1,0,1,"high"
"3114",63,"Boston","wholesale_and_retail_trade","sales_rep",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Lakisha","black","f",4,1,0,0,7,0,0,0,0,1,0,"low"
"3115",32,"Boston","manufacturing","retail_sales",0,0,"private",1,0,0,"2",0,0,"none_listed",0,"Latoya","black","f",4,1,0,1,8,1,0,1,0,0,1,"high"
"3116",32,"Boston","manufacturing","retail_sales",0,0,"private",1,0,0,"2",0,0,"none_listed",0,"Laurie","white","f",4,1,0,1,6,1,0,0,0,0,0,"low"
"3117",171,"Boston","wholesale_and_retail_trade","sales_rep",1,1,"public",1,0,1,"",0,0,"high_school_grad",0,"Matthew","white","m",4,1,0,0,7,0,0,0,0,1,0,"low"
"3118",171,"Boston","wholesale_and_retail_trade","sales_rep",1,1,"public",1,0,1,"",0,0,"high_school_grad",0,"Rasheed","black","m",4,1,0,1,2,1,0,1,1,0,1,"high"
"3119",98,"Boston","transportation_communication","sales_rep",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Tanisha","black","f",4,1,0,1,8,0,0,0,0,0,0,"low"
"3120",63,"Boston","wholesale_and_retail_trade","sales_rep",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Todd","white","m",4,1,0,1,6,1,0,0,0,0,0,"low"
"3121",158,"Boston","business_and_personal_service","sales_rep",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Tremayne","black","m",4,1,0,0,7,0,0,0,0,1,0,"low"
"3122",98,"Boston","transportation_communication","sales_rep",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Tyrone","black","m",4,1,0,0,10,1,0,1,0,1,1,"high"
"3123",325,"Boston","other_service","retail_sales",0,1,"private",1,0,0,"",1,0,"none_listed",0,"Kristen","white","f",4,1,0,0,8,0,0,0,0,1,0,"low"
"3124",325,"Boston","other_service","retail_sales",0,1,"private",1,0,0,"",1,0,"none_listed",0,"Lakisha","black","f",4,1,0,0,13,1,0,0,0,0,0,"low"
"3125",325,"Boston","other_service","retail_sales",0,1,"private",1,0,0,"",1,0,"none_listed",0,"Matthew","white","m",4,1,0,1,5,1,1,1,0,0,0,"high"
"3126",325,"Boston","other_service","retail_sales",0,1,"private",1,0,0,"",1,0,"none_listed",0,"Tremayne","black","m",4,1,0,0,20,0,0,1,0,0,0,"high"
"3127",1021,"Chicago","finance_insurance_real_estate","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Allison","white","f",4,1,0,1,6,1,0,0,0,0,0,"low"
"3128",1021,"Chicago","finance_insurance_real_estate","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Carrie","white","f",4,1,0,1,6,1,0,1,0,0,1,"high"
"3129",1021,"Chicago","finance_insurance_real_estate","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Kenya","black","f",4,1,0,1,14,1,0,0,0,0,0,"low"
"3130",1021,"Chicago","finance_insurance_real_estate","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Latoya","black","f",4,1,0,1,11,1,0,1,0,0,1,"high"
"3131",256,"Boston","wholesale_and_retail_trade","retail_sales",0,0,"private",1,0,0,"",0,0,"none_listed",0,"Brad","white","m",4,1,0,0,7,0,0,0,0,1,0,"low"
"3132",33,"Boston","other_service","manager",0,1,"nonprofit",1,0,0,"5",0,0,"none_listed",0,"Brendan","white","m",4,1,0,1,14,1,1,1,0,0,0,"high"
"3133",33,"Boston","other_service","manager",0,1,"nonprofit",1,0,0,"5",0,0,"none_listed",0,"Brett","white","m",4,1,0,0,26,0,0,0,0,0,0,"low"
"3134",4,"Boston","wholesale_and_retail_trade","manager",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Carrie","white","f",4,1,0,0,26,0,0,0,0,0,0,"low"
"3136",99,"Boston","business_and_personal_service","retail_sales",0,1,"private",1,0,1,"2",0,0,"some_college",0,"Geoffrey","white","m",4,1,0,1,2,1,0,1,1,0,1,"high"
"3138",33,"Boston","other_service","manager",0,1,"nonprofit",1,0,0,"5",0,0,"none_listed",0,"Jamal","black","m",4,1,0,0,8,1,0,0,0,0,0,"low"
"3139",256,"Boston","wholesale_and_retail_trade","retail_sales",0,0,"private",1,0,0,"",0,0,"none_listed",0,"Jermaine","black","m",4,1,0,1,2,1,0,1,1,0,1,"high"
"3144",99,"Boston","business_and_personal_service","retail_sales",0,1,"private",1,0,1,"2",0,0,"some_college",0,"Latonya","black","f",4,1,0,0,7,0,0,0,0,1,0,"low"
"3146",4,"Boston","wholesale_and_retail_trade","manager",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Latoya","black","f",4,1,0,1,14,1,1,1,0,0,0,"high"
"3147",4,"Boston","wholesale_and_retail_trade","manager",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Laurie","white","f",4,1,0,0,18,1,0,1,0,0,0,"high"
"3148",33,"Boston","other_service","manager",0,1,"nonprofit",1,0,0,"5",0,0,"none_listed",0,"Leroy","black","m",4,1,0,0,18,1,0,1,0,0,0,"high"
"3149",99,"Boston","business_and_personal_service","retail_sales",0,1,"private",1,0,1,"2",0,0,"some_college",0,"Neil","white","m",4,1,0,1,6,1,0,0,0,0,0,"low"
"3150",256,"Boston","wholesale_and_retail_trade","retail_sales",0,0,"private",1,0,0,"",0,0,"none_listed",0,"Neil","white","m",4,1,0,1,8,1,0,1,0,0,1,"high"
"3152",256,"Boston","wholesale_and_retail_trade","retail_sales",0,0,"private",1,0,0,"",0,0,"none_listed",0,"Tamika","black","f",4,1,0,1,6,1,0,0,0,0,0,"low"
"3153",99,"Boston","business_and_personal_service","retail_sales",0,1,"private",1,0,1,"2",0,0,"some_college",0,"Tremayne","black","m",4,1,0,1,8,1,0,1,0,0,1,"high"
"3154",4,"Boston","wholesale_and_retail_trade","manager",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Tyrone","black","m",4,1,0,0,8,1,0,0,0,0,0,"low"
"3155",1022,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"1",1,0,"none_listed",0,"Aisha","black","f",4,1,0,1,7,1,0,0,0,0,1,"high"
"3156",1022,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"1",1,0,"none_listed",0,"Allison","white","f",4,1,0,0,3,1,1,0,0,1,0,"low"
"3157",1022,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"1",1,0,"none_listed",1,"Jill","white","f",4,1,0,1,4,1,1,0,0,0,1,"high"
"3158",1022,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"1",1,0,"none_listed",0,"Tamika","black","f",4,1,0,1,3,1,0,0,0,0,0,"low"
"3159",64,"Boston","wholesale_and_retail_trade","retail_sales",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Aisha","black","f",4,1,0,1,8,1,0,1,0,0,1,"high"
"3160",173,"Boston","business_and_personal_service","sales_rep",0,1,"public",1,0,1,"some",0,0,"college",0,"Allison","white","f",4,1,0,1,8,1,0,1,0,0,1,"high"
"3161",175,"Boston","wholesale_and_retail_trade","sales_rep",1,0,"public",1,0,0,"",0,0,"none_listed",0,"Ebony","black","f",2,0,1,0,8,0,0,0,0,1,0,"low"
"3162",34,"Boston","business_and_personal_service","sales_rep",0,1,"private",0,0,0,"",0,0,"none_listed",0,"Ebony","black","f",4,1,0,1,2,1,0,1,1,0,1,"high"
"3163",34,"Boston","business_and_personal_service","sales_rep",0,1,"private",0,0,0,"",0,0,"none_listed",0,"Emily","white","f",4,1,0,0,7,0,0,0,0,1,0,"low"
"3164",175,"Boston","wholesale_and_retail_trade","sales_rep",1,0,"public",1,0,0,"",0,0,"none_listed",0,"Greg","white","m",4,1,1,0,10,1,0,0,1,1,1,"high"
"3165",173,"Boston","business_and_personal_service","sales_rep",0,1,"public",1,0,1,"some",0,0,"college",0,"Hakim","black","m",4,1,0,1,2,1,0,1,1,0,1,"high"
"3166",64,"Boston","wholesale_and_retail_trade","retail_sales",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Jill","white","f",4,1,0,1,2,1,0,1,1,0,1,"high"
"3167",34,"Boston","business_and_personal_service","sales_rep",0,1,"private",0,0,0,"",0,0,"none_listed",0,"Kareem","black","m",4,1,0,1,6,1,0,0,0,0,0,"low"
"3168",173,"Boston","business_and_personal_service","sales_rep",0,1,"public",1,0,1,"some",0,0,"college",0,"Keisha","black","f",4,1,0,1,6,1,0,0,0,0,0,"low"
"3169",257,"Boston","transportation_communication","retail_sales",0,1,"public",1,1,0,"",0,0,"none_listed",1,"Lakisha","black","f",4,1,0,0,13,1,0,0,0,0,0,"low"
"3170",64,"Boston","wholesale_and_retail_trade","retail_sales",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Laurie","white","f",4,1,0,1,6,1,0,0,0,0,0,"low"
"3171",175,"Boston","wholesale_and_retail_trade","sales_rep",1,0,"public",1,0,0,"",0,0,"none_listed",0,"Laurie","white","f",1,0,0,0,10,0,0,0,0,1,0,"low"
"3172",257,"Boston","transportation_communication","retail_sales",0,1,"public",1,1,0,"",0,0,"none_listed",1,"Matthew","white","m",4,1,0,0,20,0,0,1,0,0,0,"high"
"3173",257,"Boston","transportation_communication","retail_sales",0,1,"public",1,1,0,"",0,0,"none_listed",1,"Meredith","white","f",4,1,0,0,8,0,0,0,0,1,0,"low"
"3174",173,"Boston","business_and_personal_service","sales_rep",0,1,"public",1,0,1,"some",0,0,"college",0,"Neil","white","m",4,1,0,0,7,0,0,0,0,1,0,"low"
"3175",257,"Boston","transportation_communication","retail_sales",0,1,"public",1,1,0,"",0,0,"none_listed",0,"Rasheed","black","m",4,1,0,1,5,1,1,1,0,0,0,"high"
"3176",34,"Boston","business_and_personal_service","sales_rep",0,1,"private",0,0,0,"",0,0,"none_listed",0,"Sarah","white","f",4,1,0,1,8,1,0,1,0,0,1,"high"
"3177",64,"Boston","wholesale_and_retail_trade","retail_sales",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Tanisha","black","f",4,1,0,0,7,0,0,0,0,1,0,"low"
"3178",175,"Boston","wholesale_and_retail_trade","sales_rep",1,0,"public",1,0,0,"",0,0,"none_listed",0,"Tyrone","black","m",4,1,0,1,6,1,1,1,0,0,1,"high"
"3187",185,"Boston","wholesale_and_retail_trade","sales_rep",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Brad","white","m",4,1,0,0,7,0,0,0,0,1,0,"low"
"3188",174,"Boston","manufacturing","sales_rep",0,0,"public",1,0,0,"some",0,0,"none_listed",0,"Brad","white","m",4,1,0,1,8,1,0,1,0,0,1,"high"
"3189",35,"Boston","wholesale_and_retail_trade","retail_sales",0,0,"nonprofit",1,0,0,"",0,0,"none_listed",0,"Geoffrey","white","m",4,1,0,0,7,0,0,0,0,1,0,"low"
"3190",185,"Boston","wholesale_and_retail_trade","sales_rep",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Kareem","black","m",4,1,0,1,6,1,0,0,0,0,0,"low"
"3191",35,"Boston","wholesale_and_retail_trade","retail_sales",0,0,"nonprofit",1,0,0,"",0,0,"none_listed",0,"Keisha","black","f",4,1,0,1,6,1,0,0,0,0,0,"low"
"3195",174,"Boston","manufacturing","sales_rep",0,0,"public",1,0,0,"some",0,0,"none_listed",0,"Lakisha","black","f",4,1,0,0,7,0,0,0,0,1,0,"low"
"3196",185,"Boston","wholesale_and_retail_trade","sales_rep",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Lakisha","black","f",4,1,0,1,2,1,0,1,1,0,1,"high"
"3199",185,"Boston","wholesale_and_retail_trade","sales_rep",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Meredith","white","f",4,1,0,1,8,1,0,1,0,0,1,"high"
"3200",174,"Boston","manufacturing","sales_rep",0,0,"public",1,0,0,"some",0,0,"none_listed",0,"Neil","white","m",4,1,0,1,6,1,0,0,0,0,0,"low"
"3201",35,"Boston","wholesale_and_retail_trade","retail_sales",0,0,"nonprofit",1,0,0,"",0,0,"none_listed",0,"Neil","white","m",4,1,0,1,8,1,0,1,0,0,1,"high"
"3203",35,"Boston","wholesale_and_retail_trade","retail_sales",0,0,"nonprofit",1,0,0,"",0,0,"none_listed",0,"Rasheed","black","m",4,1,0,1,2,1,0,1,1,0,1,"high"
"3204",174,"Boston","manufacturing","sales_rep",0,0,"public",1,0,0,"some",0,0,"none_listed",0,"Rasheed","black","m",4,1,0,1,2,1,0,1,1,0,1,"high"
"3208",36,"Boston","business_and_personal_service","sales_rep",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Allison","white","f",4,1,0,0,7,0,0,0,0,1,0,"low"
"3209",176,"Boston","business_and_personal_service","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Anne","white","f",4,1,0,1,6,1,0,0,0,0,0,"low"
"3210",66,"Boston","business_and_personal_service","retail_sales",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Brad","white","m",4,1,0,0,7,0,0,0,0,1,0,"low"
"3211",176,"Boston","business_and_personal_service","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Carrie","white","f",4,1,0,1,2,1,0,1,1,0,1,"high"
"3212",176,"Boston","business_and_personal_service","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Kareem","black","m",4,1,0,0,7,0,0,0,0,1,0,"low"
"3214",36,"Boston","business_and_personal_service","sales_rep",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Kenya","black","f",4,1,0,1,8,1,0,1,0,0,1,"high"
"3216",66,"Boston","business_and_personal_service","retail_sales",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Lakisha","black","f",4,1,0,1,2,1,0,1,1,0,1,"high"
"3217",66,"Boston","business_and_personal_service","retail_sales",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Latoya","black","f",4,1,0,1,6,1,0,0,0,0,0,"low"
"3219",36,"Boston","business_and_personal_service","sales_rep",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Meredith","white","f",4,1,0,1,2,1,0,1,1,0,1,"high"
"3220",66,"Boston","business_and_personal_service","retail_sales",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Neil","white","m",4,1,0,1,8,1,0,1,0,0,1,"high"
"3221",176,"Boston","business_and_personal_service","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Tremayne","black","m",4,1,0,1,8,1,0,1,0,0,1,"high"
"3222",36,"Boston","business_and_personal_service","sales_rep",0,0,"private",1,0,0,"some",0,0,"none_listed",0,"Tyrone","black","m",4,1,0,1,6,1,0,0,0,0,0,"low"
"3223",6,"Boston","business_and_personal_service","retail_sales",0,1,"private",1,0,0,"1",0,0,"none_listed",0,"Brendan","white","m",4,1,0,1,8,0,0,0,0,0,0,"low"
"3224",177,"Boston","other_service","retail_sales",0,1,"private",1,0,0,"some",0,0,"none_listed",0,"Carrie","white","f",4,1,0,1,8,1,0,1,0,0,1,"high"
"3225",205,"Boston","wholesale_and_retail_trade","sales_rep",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Geoffrey","white","m",4,1,0,1,8,1,0,1,0,0,1,"high"
"3226",205,"Boston","wholesale_and_retail_trade","sales_rep",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Jamal","black","m",4,1,0,1,2,1,0,1,1,0,1,"high"
"3227",6,"Boston","business_and_personal_service","retail_sales",0,1,"private",1,0,0,"1",0,0,"none_listed",0,"Jill","white","f",4,1,0,0,8,0,0,1,0,0,1,"high"
"3228",205,"Boston","wholesale_and_retail_trade","sales_rep",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Kareem","black","m",4,1,0,1,6,1,0,0,0,0,0,"low"
"3229",177,"Boston","other_service","retail_sales",0,1,"private",1,0,0,"some",0,0,"none_listed",0,"Kristen","white","f",4,1,0,0,7,0,0,0,0,1,0,"low"
"3230",6,"Boston","business_and_personal_service","retail_sales",0,1,"private",1,0,0,"1",0,0,"none_listed",0,"Latoya","black","f",4,1,0,1,8,1,0,0,0,0,0,"low"
"3231",177,"Boston","other_service","retail_sales",0,1,"private",1,0,0,"some",0,0,"none_listed",0,"Latoya","black","f",4,1,0,1,2,1,0,1,1,0,1,"high"
"3232",177,"Boston","other_service","retail_sales",0,1,"private",1,0,0,"some",0,0,"none_listed",0,"Leroy","black","m",4,1,0,1,6,1,0,0,0,0,0,"low"
"3233",205,"Boston","wholesale_and_retail_trade","sales_rep",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Matthew","white","m",4,1,0,0,7,0,0,0,0,1,0,"low"
"3234",6,"Boston","business_and_personal_service","retail_sales",0,1,"private",1,0,0,"1",0,0,"none_listed",0,"Tanisha","black","f",4,1,0,0,10,1,0,1,0,1,1,"high"
"3237",214,"Boston","manufacturing","manager",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Kareem","black","m",4,1,0,0,18,1,0,1,0,0,0,"high"
"3238",214,"Boston","manufacturing","manager",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Kenya","black","f",4,1,0,0,26,0,0,0,0,0,0,"low"
"3240",214,"Boston","manufacturing","manager",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Laurie","white","f",4,1,0,1,14,1,1,1,0,0,0,"high"
"3241",214,"Boston","manufacturing","manager",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Meredith","white","f",4,1,0,0,8,1,0,0,0,0,0,"low"
"3243",329,"Boston","business_and_personal_service","sales_rep",0,1,"private",1,0,1,"",1,0,"some_college",0,"Emily","white","f",4,1,0,1,6,1,0,0,0,0,0,"low"
"3244",329,"Boston","business_and_personal_service","sales_rep",0,1,"private",1,0,1,"",1,0,"some_college",0,"Hakim","black","m",4,1,0,0,7,0,0,0,0,1,0,"low"
"3245",329,"Boston","business_and_personal_service","sales_rep",0,1,"private",1,0,1,"",1,0,"some_college",0,"Latoya","black","f",4,1,0,1,2,1,0,1,1,0,1,"high"
"3246",329,"Boston","business_and_personal_service","sales_rep",0,1,"private",1,0,1,"",1,0,"some_college",0,"Todd","white","m",4,1,0,1,8,1,0,1,0,0,1,"high"
"3248",178,"Boston","wholesale_and_retail_trade","manager",0,1,"private",1,0,0,"some",0,0,"none_listed",1,"Ebony","black","f",4,1,0,0,8,1,0,0,0,0,0,"low"
"3249",178,"Boston","wholesale_and_retail_trade","manager",0,1,"private",1,0,0,"some",0,0,"none_listed",1,"Geoffrey","white","m",4,1,0,0,26,0,0,0,0,0,0,"low"
"3257",178,"Boston","wholesale_and_retail_trade","manager",0,1,"private",1,0,0,"some",0,0,"none_listed",1,"Sarah","white","f",4,1,0,0,18,1,0,1,0,0,0,"high"
"3258",178,"Boston","wholesale_and_retail_trade","manager",0,1,"private",1,0,0,"some",0,0,"none_listed",1,"Tyrone","black","m",4,1,0,1,14,1,1,1,0,0,0,"high"
"3263",1024,"Chicago","wholesale_and_retail_trade","supervisor",0,1,"private",1,0,0,"3",1,0,"none_listed",0,"Allison","white","f",4,1,0,0,8,1,1,1,0,1,1,"high"
"3264",1024,"Chicago","wholesale_and_retail_trade","supervisor",0,1,"private",1,0,0,"3",1,0,"none_listed",0,"Latonya","black","f",4,1,0,1,8,1,0,0,0,0,1,"high"
"3265",1025,"Chicago","other_service","manager",1,0,"nonprofit",1,0,1,"some",0,1,"college",0,"Aisha","black","f",3,0,0,0,12,1,1,1,0,1,1,"high"
"3266",1025,"Chicago","other_service","manager",1,0,"nonprofit",1,0,1,"some",0,1,"college",0,"Allison","white","f",3,0,0,1,8,1,0,0,0,0,0,"low"
"3267",1026,"Chicago","wholesale_and_retail_trade","manager",0,1,"public",1,0,0,"2",0,0,"none_listed",0,"Brett","white","m",4,1,0,0,4,0,1,1,1,0,1,"high"
"3268",1025,"Chicago","other_service","manager",1,0,"nonprofit",1,0,1,"some",0,1,"college",0,"Carrie","white","f",4,1,1,1,11,1,1,0,0,1,1,"high"
"3269",1026,"Chicago","wholesale_and_retail_trade","manager",0,1,"public",1,0,0,"2",0,0,"none_listed",0,"Kenya","black","f",0,0,0,0,4,1,1,1,0,1,1,"high"
"3270",1025,"Chicago","other_service","manager",1,0,"nonprofit",1,0,1,"some",0,1,"college",0,"Latoya","black","f",4,1,0,0,12,1,0,0,0,1,0,"low"
"3279",1029,"Chicago","wholesale_and_retail_trade","retail_sales",0,1,"private",0,0,0,"",0,0,"none_listed",0,"Allison","white","f",2,0,0,0,5,0,1,0,0,0,0,"low"
"3280",1029,"Chicago","wholesale_and_retail_trade","retail_sales",0,1,"private",0,0,0,"",0,0,"none_listed",1,"Leroy","black","m",2,0,0,0,7,0,0,0,0,0,0,"low"
"3281",1031,"Chicago","manufacturing","manager",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Allison","white","f",4,1,0,0,4,0,0,0,0,1,0,"low"
"3282",1030,"Chicago","business_and_personal_service","retail_sales",0,0,"private",1,0,0,"",1,1,"none_listed",0,"Carrie","white","f",4,1,0,0,9,1,1,0,1,1,1,"high"
"3283",1031,"Chicago","manufacturing","manager",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Jay","white","m",2,0,0,1,3,0,1,1,0,0,1,"high"
"3284",1030,"Chicago","business_and_personal_service","retail_sales",0,0,"private",1,0,0,"",1,1,"none_listed",0,"Keisha","black","f",4,1,0,1,12,1,0,1,0,0,1,"high"
"3285",1030,"Chicago","business_and_personal_service","retail_sales",0,0,"private",1,0,0,"",1,1,"none_listed",0,"Lakisha","black","f",4,1,0,1,13,1,0,0,0,1,0,"low"
"3286",1031,"Chicago","manufacturing","manager",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Latonya","black","f",3,0,0,0,4,1,1,1,0,0,1,"high"
